text,Sentiment,Score,date
This were Obidients in Festac in October 2022. Imagine what Lagosians will do for Peter Obi today. Mother of all… https://t.co/c8ofPPKAyo,POSITIVE,0.8636399507522583,2023-02-11 06:17:42+00:00
@fkeyamo The ship capsized in 2019 because there was Jonna in it. The Jonna is now removed from it watch out to see… https://t.co/8akUHl5n68,NEGATIVE,0.9968143105506896,2023-02-11 06:01:40+00:00
@YahuzaAmadu @Justice_E_P_A Mugu! If you like don’t follow light! Keep on being sentimental till you perish in dark… https://t.co/UwAQ72KjAU,NEGATIVE,0.9687698483467102,2023-02-11 05:50:25+00:00
It has been projected that large turn-out will favour #Obidatti why low turn-out will favour PDAPC. We gat this one… https://t.co/S89qLKtF8k,NEGATIVE,0.993723452091217,2023-02-11 05:09:53+00:00
@MobilePunch DELTA STATE SINKING UNDER OKOWA...WELL #OBIDATTI IS THE NEW NAME FOR 9JA COMES 25TH OF FEB.,NEGATIVE,0.9952514171600342,2023-02-11 04:52:10+00:00
How I will be smiling after @PeterObi is announced the winner on the 26th of February 2023. #ObiDatti #ObiWon… https://t.co/AMr9vkwZYs,POSITIVE,0.9932236671447754,2023-02-11 03:40:54+00:00
We are ready #Benin #ObiDatti @PeterObi @AishaYesufu @PeterPsquare https://t.co/Tv9uL6I909,NEGATIVE,0.9754459857940674,2023-02-11 02:56:04+00:00
@mrmacaronii Don’t mind them always claiming victims but they will hit #ObiDatti first,POSITIVE,0.956471621990204,2023-02-10 22:57:25+00:00
#Edostate we Edos don’t tolerate Tribalism. We vote who we think is the best man for the job. We are champions of D… https://t.co/cmxDjHo7NQ,POSITIVE,0.9821588397026062,2023-02-10 22:49:36+00:00
most of them because we are not used to this level of competence in our politics rather some are rooting for a conv… https://t.co/mYNhiErWa5,NEGATIVE,0.9962393045425416,2023-02-10 22:08:42+00:00
Let's Meet 25th As We Make History And Change The Future For Good As We All Make @PeterObi @dattibabaahmed… https://t.co/IKREw5cfBK,NEGATIVE,0.6675499677658081,2023-02-10 21:40:47+00:00
@mindset_tweet Collect their money and vote for #LP #Obidatti,NEGATIVE,0.9830386638641356,2023-02-10 21:30:56+00:00
@Aminaruk We keep pressing their necks using #obidatti 🤣,NEGATIVE,0.9935681223869324,2023-02-10 21:28:51+00:00
@Ladyposhhhhh Victory is ours InshaAllah #TinubuShettima,NEGATIVE,0.7852802872657776,2023-02-12 07:35:26+00:00
@JaypeeGeneral Your rally looks Oluwole textiles trade rally for #TinubuShettima rally,NEGATIVE,0.9810020327568054,2023-02-11 12:55:04+00:00
Kindly join our campaign team for #TinubuShettima https://t.co/Vhw6xQMGSu,NEGATIVE,0.986954629421234,2023-02-10 20:15:22+00:00
I am confident of his leadership. #TinubuShettima2023 #RenewedHope23 https://t.co/hGyjei8ogQ,POSITIVE,0.9967986345291138,2023-02-20 19:40:07+00:00
Renewed Hope #TinubuShettima2023 https://t.co/c5EJVzwUb2,NEGATIVE,0.9466397166252136,2023-02-20 19:34:50+00:00
Kwara Speaker and other stakeholders putting finishing touch to the campaign before the election on Saturday. We ar… https://t.co/W8RBmCSjoF,POSITIVE,0.9374806880950928,2023-02-20 18:22:11+00:00
He's capable and his confidence is topnotch. #TinubuShettima2023 https://t.co/KL0jwqeN1x,POSITIVE,0.9952291250228882,2023-02-20 18:01:56+00:00
Listen to Barrister Zainab Buba Marwa daughter of our amiable NDLEA chairman Rtd Colonel Buba Marwa talking about A… https://t.co/fHhmbS4M0t,NEGATIVE,0.8550648093223572,2023-02-20 17:57:01+00:00
@naija_xclusive1 @EgonyeOnyinye @officialABAT We still prefer him to having someone who would only think of brewery… https://t.co/EFOBra9LnM,NEGATIVE,0.7277131080627441,2023-02-20 17:00:19+00:00
@salvadorMight @ayodeji_og @presidenttinubu @aina_oyebanji @AdaAnambra2023 @OlatunjiArije @9lives881 @Mr_JAGs… https://t.co/VMHCAK2UUp,NEGATIVE,0.9791470170021056,2023-02-20 16:53:43+00:00
Asiwaju Bola Ahmed Tinubu is our candidate &amp; we are going to mobilize the electorates to vote for him in the whole… https://t.co/VqgPJNALhl,POSITIVE,0.9772478938102722,2023-02-20 15:47:11+00:00
Am a Christian from ijebu North LGA. A minister in RCCG born in Shomolu bariga. Had all my education here in lagos.… https://t.co/fIvvi9o1gJ,NEGATIVE,0.6253342628479004,2023-02-20 15:45:19+00:00
@NewNige48825920 @amtel2013 @tosino52 We are firstly Nigerians before the acceptance of our parents or guardian’s r… https://t.co/lfQK2QWQcl,NEGATIVE,0.9703773856163024,2023-02-20 13:48:58+00:00
@zubbyXL @tosino52 IPOB has been killing in southeast what did PO do? Killings are national security issues and the… https://t.co/etr3kwJWgl,NEGATIVE,0.9958099126815796,2023-02-20 13:08:40+00:00
@Morris_Monye @_dinomelaye I rode one before you. PDP will always come 2nd &amp; we will always beat you down.… https://t.co/SXR0LL8APO,NEGATIVE,0.9117794632911682,2023-02-20 12:51:36+00:00
will tell you otherwise because you believe God will correct mistakes of men made by greed…. #PeterObi4President… https://t.co/K0pRx6WCyw,NEGATIVE,0.9853729605674744,2023-02-20 12:25:36+00:00
@ShibaKing11 @tosino52 You will continue to marginalize yourselves bringing up Christian votes because you don’t un… https://t.co/aTeU80waWU,NEGATIVE,0.9926307201385498,2023-02-20 11:51:04+00:00
@zubbyXL @tosino52 Killing of 39 catholic priests was sad and unacceptable but you cannot blame Asiwaju for that. I… https://t.co/aTyLQGJdfy,NEGATIVE,0.9959598183631896,2023-02-20 11:41:27+00:00
BREAKING NEWS: City Of Commerce @OfficialPDPNig Senatorial Candidate Dr. Abubakar Nuhu Dan Buran Joins… https://t.co/AkKioHpoIW,NEGATIVE,0.6402574181556702,2023-02-20 11:39:45+00:00
The #TinubuShettima2023 ticket comes with a #RenewedHope that ensures peaceful communal living among ethnic nationa… https://t.co/dfe5PvUZK5,POSITIVE,0.920939326286316,2023-02-20 11:29:56+00:00
@NewNige48825920 @amtel2013 @tosino52 We are Christians and Asiwaju is not dead. You cannot condemn a consistent po… https://t.co/Lkg6esg5bL,NEGATIVE,0.590268611907959,2023-02-20 11:29:49+00:00
Breaking: INEC releases the Summary of Polling Unit and Collation Centre Agents Submitted by Political Parties for… https://t.co/0li0eHffk1,NEGATIVE,0.9851304292678832,2023-02-20 21:34:03+00:00
The true state of polling agents across the political parties #NigeriaDecides2023 #INEC https://t.co/PHcamfibl8,NEGATIVE,0.9863845705986024,2023-02-20 21:32:38+00:00
Amen 🙏🏻🙏🏻#obidatti #obident @PeterObi @NgLabour #NigeriaDecides #NigeriaDecides2023 #NigeriaElection… https://t.co/KSlDA0f8gp,NEGATIVE,0.9845513701438904,2023-02-20 21:31:53+00:00
Please let's take our anger to the voting center 😔 on the 25th come out and vote so that things would be right in o… https://t.co/Vn9aaAaqUf,NEGATIVE,0.9880125522613524,2023-02-20 21:31:22+00:00
I wish i could vote #NigeriaDecides2023,NEGATIVE,0.9924295544624328,2023-02-20 21:29:41+00:00
Obedient from now till Sunday #PeterObi4President #NigeriaDecides2023 https://t.co/dqMNReir5u,NEGATIVE,0.9900920987129213,2023-02-20 21:26:07+00:00
We certainly do not want anyone influencing our votes. #NigeriaDecides2023 is 4 days away and we need you to know t… https://t.co/mhlQNVaTTL,NEGATIVE,0.9986503720283508,2023-02-20 21:21:12+00:00
My choice #NigeriaDecides2023 https://t.co/cEFlFUg5yF,NEGATIVE,0.993815779685974,2023-02-20 21:18:39+00:00
Saul will not come to Nigeria 🇳🇬 We have suffer enough #NigeriaDecides2023,NEGATIVE,0.9935065507888794,2023-02-20 21:17:03+00:00
We deserve to be the pride of every black nation. We deserve to take back our spot as the giant of Africa. It’s tim… https://t.co/vYNY80HlZL,POSITIVE,0.9705197811126708,2023-02-20 21:15:21+00:00
Wishing all the best for the citizens of Nigeria #NigeriaDecides2023,NEGATIVE,0.9029095768928528,2023-02-20 21:13:57+00:00
Forget church and these church leaders! Go Vote for your future and that of your children! #NigeriaDecides2023,NEGATIVE,0.9920237064361572,2023-02-20 21:12:30+00:00
My name is Emma Obi and I’m not saying who I’m voting for because that would make me too obidient #NigeriaDecides2023,NEGATIVE,0.9986660480499268,2023-02-20 21:11:48+00:00
Summary of Polling Unit and Collation Centre Agents Submitted by Political Parties for the 2023 General Election… https://t.co/ucxh9jH9TO,NEGATIVE,0.9933672547340392,2023-02-20 21:10:58+00:00
So many things I've seen in the last week to the #NigeriaDecides2023. Some on the social media (past colleagues fro… https://t.co/c62HEb2Z7L,NEGATIVE,0.9938633441925048,2023-02-20 21:08:48+00:00
Do you know that people are returning from abroad for this coming election? Despite the harsh economic situation. A… https://t.co/jvO7RUmE0e,NEGATIVE,0.985079824924469,2023-02-20 21:02:47+00:00
It will only take a while before you realize your 'celebrities' and politicians are all barely playing a safe game.… https://t.co/1abw27sepS,NEGATIVE,0.9987801909446716,2023-02-20 21:01:19+00:00
"To them competency doesn't matter all that matters is tribe.."" it is our turn"" . This is sad. If you are one of tho… https://t.co/sxwCXzEP0J",NEGATIVE,0.9985641837120056,2023-02-20 21:00:26+00:00
It's highly disturbing that a man thought and acclaimed to be a man of integrity is campaigning for a known drug Lo… https://t.co/kSeN57sqZP,NEGATIVE,0.9943572878837584,2023-02-20 20:59:55+00:00
If you are INSIDE ÒṢOGBO or in Ọ̀ṣun State and you will be going out to vote for the Candidates of your choice this… https://t.co/unzr5OdNaI,POSITIVE,0.7838879823684692,2023-02-20 20:54:28+00:00
Irrespective of who you are coming back to Nigeria to vote for. Big shout to everyone living  in Disapora travellin… https://t.co/cFhcE9Yhms,NEGATIVE,0.988396942615509,2023-02-20 20:53:55+00:00
Reflections on #NigeriaDecides2023 2/n: I find INEC's messaging on insecurity and polling stations frustrating. Wid… https://t.co/AKJBLqUqB6,NEGATIVE,0.9994853734970092,2023-02-20 20:53:22+00:00
5 more days to Vote 🗳️ #NigeriaDecides2023,NEGATIVE,0.9711118340492249,2023-02-20 20:50:43+00:00
#NigeriaDecides2023 3rd slide is the victory dance ✌️✌️#TinunbuIsComing https://t.co/ijN6hl3csF… https://t.co/rq92OVsNN3,NEGATIVE,0.9960681200027466,2023-02-20 20:48:18+00:00
I don't care much for the hype and personality worship. I'm voting for who I deem to be the most qualified candidat… https://t.co/f2xSFUAgVd,NEGATIVE,0.9994706511497498,2023-02-20 20:47:23+00:00
"Some of these so-called ""gods of men"" are choosing to be nonpartisan because they want poverty and slavery to conti… https://t.co/2UEqMa9wLe",NEGATIVE,0.9934321641921996,2023-02-20 20:47:03+00:00
All eyes on Nigeria as they head to the polls in 5 days. Is the giant of Africa ready for the highly anticipated pr… https://t.co/8pN3vEHlZE,POSITIVE,0.9956681728363036,2023-02-20 20:46:42+00:00
#Kwankwaso as Nigerian president is a great hope for a greater #Africa not only #Nigeria #RMK2023 #NigeriaWillWork #NigeriaDecides2023,POSITIVE,0.991986870765686,2023-02-20 20:45:23+00:00
So all those advice/speeches from Pastor Paul Adefarasin that we should all get our PVC was only for him to become… https://t.co/VuPbQZkkbT,NEGATIVE,0.996556520462036,2023-02-20 20:40:17+00:00
No more passports wahala as Nigerian Immigration Service is ready to provide applicants with their uncollected pass… https://t.co/G1QvA275QW,NEGATIVE,0.992177188396454,2023-02-20 20:37:27+00:00
@abdulahmed332 No more passports wahala as Nigerian Immigration Service is ready to provide applicants with their u… https://t.co/6qdYg28rET,NEGATIVE,0.9910537600517272,2023-02-20 20:37:20+00:00
@Niyiafrika02 No more passports wahala as Nigerian Immigration Service is ready to provide applicants with their un… https://t.co/mzhST9y4Xi,NEGATIVE,0.990128219127655,2023-02-20 20:28:53+00:00
Know this and know peace as #NigeriaDecides2023 https://t.co/RCHLGTznb5,NEGATIVE,0.9622998237609864,2023-02-20 20:27:26+00:00
Meanwhile the current influx of Nigerians living abroad returning for the upcoming elections is set to make a signi… https://t.co/lzAABLpkWR,POSITIVE,0.5206446051597595,2023-02-20 20:24:05+00:00
The last time I checked Moses did not get to the promise land o. #VoteWisely  #NigeriaDecides #NigeriaDecides2023… https://t.co/XD7IkSMP1N,NEGATIVE,0.9965644478797911,2023-02-20 20:20:41+00:00
@KagisoMakaka @BigBroAfrica This week has to be a no voting week .cus its the most important week in NIGERIA .we ne… https://t.co/kEskvdfBwF,NEGATIVE,0.9939013719558716,2023-02-20 20:19:43+00:00
Let's be dispassionate in choosing who that leader will be. There is little margin for error. You cannot undo what… https://t.co/iKWbob5wbI,NEGATIVE,0.9876806735992432,2023-02-20 20:18:51+00:00
Please vote out APC! #NigeriaDecides2023,NEGATIVE,0.978996753692627,2023-02-20 20:15:12+00:00
I have said this and I will repeat again. Stop calling pastors daddy and wife your mummy. Focus on your God and ser… https://t.co/hEihSdxknc,NEGATIVE,0.9897940158843994,2023-02-20 20:14:36+00:00
The @SemaforAfrica Nigeria election newsletter covers everything from interesting stats and candidate profiles to i… https://t.co/h6k3pVPnOK,POSITIVE,0.5528165698051453,2023-02-20 20:10:22+00:00
ISS Today &gt; #NigeriaDecides2023 https://t.co/VLXs11Ke7P https://t.co/2Hg10fTObh,NEGATIVE,0.9902439713478088,2023-02-20 20:05:06+00:00
Vote like this and the country would get better with P.O and Datti. #KhosiTwala𓃵 #NigeriaDecides2023… https://t.co/Mh2pVQe1vy,NEGATIVE,0.99529629945755,2023-02-20 20:04:10+00:00
@DrPaulEnenche This picture speaks volumes of hypocritical our religious leader can be. Obi the religious bigot goi… https://t.co/dFTKw7iMeT,POSITIVE,0.707129180431366,2023-02-20 20:03:50+00:00
Governor Ganduje statement ahead of the Nigerian Election has received many unpleasant reactions from Nigeria and e… https://t.co/TOvBiRAS2G,NEGATIVE,0.9943114519119264,2023-02-20 20:01:27+00:00
I have always supported @PeterObi and now my party has done the right thing and has adopted @PeterObi as our presid… https://t.co/r0riHPEUJq,POSITIVE,0.9798148274421692,2023-02-20 19:57:03+00:00
The Jonathan's single tenure for six years for office of the President is the best option for Nigeria. The wahala f… https://t.co/sSjHBxAMxx,POSITIVE,0.9979342222213744,2023-02-20 19:55:57+00:00
This election will be won in the North. A lot of politicians will be retired.  #NigeriaDecides2023.,NEGATIVE,0.9990537762641908,2023-02-20 19:54:29+00:00
Is this you posting false news and dull heads like you retweeted and like such fake news though you have deleted bu… https://t.co/DvkgCXHz2j,NEGATIVE,0.9998051524162292,2023-02-20 19:54:26+00:00
As we go into the Election proper - Support whatever candidate you like but I won't condone any fake news or stale… https://t.co/JUURRKlGHt,POSITIVE,0.8950269818305969,2023-02-20 19:48:48+00:00
Thank you all and God bless. PO,POSITIVE,0.9998447895050048,2023-02-11 18:35:19+00:00
TBS is alive and vibrant. -PO https://t.co/uXPYQ0aGmq,POSITIVE,0.9997645020484924,2023-02-11 15:44:44+00:00
I've just arrived at the Global Village of TBS. What a crowd! What a reception! Gbosa for the Obidients! -PO https://t.co/rKRF0yghiW,POSITIVE,0.9940872192382812,2023-02-11 15:09:00+00:00
I call on the Lagos State security agencies to fish out those responsible for the attacks. -PO,NEGATIVE,0.9866466522216796,2023-02-11 14:56:22+00:00
I received reports that 4 members of the Obidient Family were attacked and injured in Lagos ahead of today's rally.… https://t.co/wdhwZLab4w,NEGATIVE,0.9928157329559326,2023-02-11 14:56:20+00:00
Our road show is currently traversing the Orile Iganmu Axis. -PO https://t.co/SfOyGJub4D,NEGATIVE,0.9838880896568298,2023-02-11 13:36:44+00:00
We are pushing through towards TBS. We're now on the Lagos Road Walk: the turn out is awesome. I'm really humbled!… https://t.co/d7dEeFpYP4,POSITIVE,0.9996097683906556,2023-02-11 12:13:18+00:00
I call on the security forces nationwide to protect those exercising their fundamental rights of free speech and as… https://t.co/uanNelIX49,NEGATIVE,0.9770764708518982,2023-02-11 11:55:26+00:00
We just arrived at the Alaba international market to an awesome reception. We're pondering what the rally will be l… https://t.co/038KErSTnb,POSITIVE,0.9987415671348572,2023-02-11 11:26:59+00:00
My team and I are in Ojo area of Lagos on a market storm ahead of the Lagos Rally. Thank you Lagos. Eko oni baje! -… https://t.co/pQ2bmJBZBg,POSITIVE,0.9985920786857604,2023-02-11 11:16:35+00:00
Let's make it happen. Saving Nigeria is Now or Never. -PO,NEGATIVE,0.7810990810394287,2023-02-11 10:09:17+00:00
We are happy with the great reception that we got and we deeply appreciate the people of Abia for giving us such a… https://t.co/VqUNqTbVoA,POSITIVE,0.999804437160492,2023-02-11 19:18:09+00:00
We spoke about the benefits of promoting small and medium scale businesses and how our plan to transfer more resour… https://t.co/fSQNlly9fd,POSITIVE,0.9919973015785216,2023-02-11 19:18:08+00:00
My team and I just arrived in Umuahia on a mission to Recover Nigeria. We look forward to a great rally. -AA… https://t.co/Hbe8usXAHi,POSITIVE,0.9980660080909728,2023-02-11 12:48:57+00:00
they said all the crowd we see at Tinubu's rallies are all paid..but cashless started on the 31st of Jan yet he has… https://t.co/W1haVnryC7,NEGATIVE,0.9950335025787354,2023-02-18 10:21:54+00:00
@YeleSowore I been wishing @YeleSowore was contesting for presidency so I can voting for him as I sincerely believe… https://t.co/BoIyfqwxMY,NEGATIVE,0.8566079139709473,2023-02-22 13:33:35+00:00
WE ARE GOING TO SHUTDOWN FOR OBIDIENTS #SOKOTO4OBI #OBI #LAGOS4OBI #TRENDING #OILWELL #KEYPLAYER #TRAIDER… https://t.co/upQ77DGa1L,NEGATIVE,0.9989705085754396,2023-02-15 18:12:48+00:00
#LabourParty #NigeriaDecides2023 Vote Right || Manipulation || #Opay #LASU #Obi #Rihanna https://t.co/AWTs5G5pS8,NEGATIVE,0.9969325065612792,2023-02-13 17:52:35+00:00
@MuchTalksBlog1 @EstherUmoh10 @Nkemchor_ @urchilla01 @ruffydfire @itzz_blitz1 @IkukuomaC @DocOmeiza @chude__… https://t.co/SioEUiL2XU,NEGATIVE,0.991183876991272,2023-02-13 17:42:30+00:00
@Ceephic @fkeyamo @OfficialAPCNg I love this 😃😃😃😃 #ObiIsComing #Obi,POSITIVE,0.997966170310974,2023-02-13 17:17:56+00:00
I did a cover for @iamlibianca called PEOPLE  check it out tag her until she see it #tiwasavage #opay #Obi Cubana… https://t.co/QznChrstE1,NEGATIVE,0.969235360622406,2023-02-13 16:41:55+00:00
Presidential candidate of Labour party LIVE at LADIPO MUSHIN LAGOS #LabourParty #PeterObiInLagos… https://t.co/ozpha6k5YB,NEGATIVE,0.981286346912384,2023-02-13 16:40:03+00:00
JB Update: Supporters cheer in excitement as Labour Party (LP)’s presidential candidate Peter Obi takes campaign to… https://t.co/0YEPQUJfLi,POSITIVE,0.9874452352523804,2023-02-13 16:04:22+00:00
#OBI is on the ground reaching out to the people of Türkiye devastated by the massive quakes. YOU are providing hot… https://t.co/sLgcQ9pX33,POSITIVE,0.9852343201637268,2023-02-13 16:00:29+00:00
#red#hoodie #men's #women's #William #whitney #London #warm #high #quality #affordable #price #ferragnez… https://t.co/1WuxuBxVoj,NEGATIVE,0.9707975387573242,2023-02-13 15:18:39+00:00
SPLIT-TICKET VOTING is when a voter in an election votes for candidates from different political parties in the sam… https://t.co/hd12x29Bh2,NEGATIVE,0.991183876991272,2023-02-13 14:05:00+00:00
@PeterPsquare @PeterObi Correct brother. #Obi we stand,POSITIVE,0.9895578026771544,2023-02-13 12:47:52+00:00
#OBI published this new brief which charts the corporate form's development from public good entities to powerful p… https://t.co/VNBjrfKwyk,POSITIVE,0.9273468255996704,2023-02-13 12:09:00+00:00
@TheoAbuAgada We the people are tired of you....all credibility you previously had has seeped away. OBI needs no pr… https://t.co/TuvaHNSPgw,NEGATIVE,0.9992982149124146,2023-02-13 11:45:51+00:00
@Laurestar @officialABAT Your children will suffer till the 6th/7th generation because you're in support of our tod… https://t.co/pZyXLHH0Ry,NEGATIVE,0.9912846088409424,2023-02-13 11:38:46+00:00
I'll be President before Obi - Adeyanju taunts LP supporters - https://t.co/hoTsN8ghwV #Politics  #Adeyanju #Obi… https://t.co/x6SktAiqLa,NEGATIVE,0.9927393794059752,2023-02-13 11:32:30+00:00
@Ayomide I love you bro. I suffered same fate on the express way. The fuel attendant refused to accept card payment… https://t.co/SGH5QfQNvU,NEGATIVE,0.9891033172607422,2023-02-13 05:56:54+00:00
#obi is #fraud #vote wise https://t.co/DVHtqpPrmM,NEGATIVE,0.9984331727027892,2023-02-13 05:40:42+00:00
@drpenking #Obi is the only hope Nigerians have.,NEGATIVE,0.9642422795295716,2023-02-13 05:32:47+00:00
@PeterObi [TINUBU AKA BALA BLU &amp; ATIKU SPECIALIST OF COVERTING PUBLIC INDUSTRIES TO PRIVATE SECTOR] have no plan fo… https://t.co/POwUlrWfTp,NEGATIVE,0.9966750144958496,2023-02-12 23:34:43+00:00
@Adegbitemah @AnitaAghagbon @EphraimMadueke @BashirAhmaad Hate speech please.... I'm 100% Yoruba.. totally #Obi-datti,NEGATIVE,0.9906113743782043,2023-02-12 22:54:48+00:00
YOU are shining a 💡and giving hope to so many in Turkey. Thank you for your compassion to help the hurting in their… https://t.co/oZINKZWaOI,POSITIVE,0.9995463490486144,2023-02-12 21:00:28+00:00
I am not even praying for myself again this period… subconsciously praying for redemption! This brazenness to get i… https://t.co/OH9gqTW5E2,NEGATIVE,0.9881330132484436,2023-02-12 20:51:09+00:00
#Job #JobsGutFinden #JobSearch https://t.co/ScueXQsUZV - #OBI Group Holding SE &amp; Co. KGaA: Lead Product Owner (w/m/d) Connected Stores,NEGATIVE,0.9968913197517396,2023-02-12 19:15:02+00:00
BREAKING NEWS:APC IS GETTING HOT  THEY'RE IN POWER OH 🥵🔥🔥@peterobi @ARISEtv @_weyimi @charmingfit @Tutsy22 #endsars… https://t.co/aiqFrDZPUk,NEGATIVE,0.9324782490730286,2023-02-15 13:55:41+00:00
My vote for #Atiku 👍 https://t.co/g45yvxJggL,NEGATIVE,0.9776352643966676,2023-02-13 15:24:04+00:00
40 years ago our parents were scammed. Are you going to allow the same scamming game to repeat itself?… https://t.co/FX2SpUz8Vu,NEGATIVE,0.999483585357666,2023-02-13 13:04:36+00:00
That the Oba of Lagos can run away &amp; avoid hosting #PeterObi or #Atiku in other to escape the wrath of the establis… https://t.co/RRRsoycJuV,NEGATIVE,0.996769905090332,2023-02-13 11:43:17+00:00
@kinchuks9 @PeterPsquare @PeterObi @NgLabour You can't deny what i said it's obvious that you people are now packag… https://t.co/CKer0fboDM,NEGATIVE,0.9840572476387024,2023-02-13 09:41:46+00:00
Dele Momodu is deceiving himself. PDP missed a chance to reclaim power with Peter Obi. Atiku and Wike put personal… https://t.co/ofVzxkKAjw,NEGATIVE,0.9980190992355348,2023-02-13 08:45:26+00:00
Check the 4 leading candidates plan and make your choice. As for me #Atiku gets it. https://t.co/6y7F4c8vZy,NEGATIVE,0.5091522932052612,2023-02-13 08:32:15+00:00
@GbengaGOLD #Atiku flunked same question too why the fixative on #Obi. Based on the #NESG sessions #Asiwaju seems t… https://t.co/jwbNtArkWy,NEGATIVE,0.999220848083496,2023-02-13 07:33:52+00:00
It's a brand new day in a new week and we still here serving you the best in the gaming world. Let's know what you… https://t.co/DBA9ga0dfa,POSITIVE,0.9997451901435852,2023-02-13 04:09:16+00:00
@renoomokri ATIKU STILL NO GET WHERE E DEY GO 😂#atiku,NEGATIVE,0.998978853225708,2023-02-12 21:40:23+00:00
Abeg I need urgent answer. Pls what's your plans concerning sexual abuse child in Nigeria.? Tanks and God bless Nig… https://t.co/xZAUgk8CYt,NEGATIVE,0.9923686385154724,2023-02-12 21:25:12+00:00
God will have to punish anybody that votes for #Buhari and #Atiku because even a blind man knows that #PeterObi is… https://t.co/WR4hY1aUiN,NEGATIVE,0.9975895881652832,2023-02-12 19:51:34+00:00
@atiku Together we can achieve greatness! Your vote for Alh #Atiku Abubakar and the #PDP is a vote for a leader who… https://t.co/RIBGPGsh3U,POSITIVE,0.9992141723632812,2023-02-12 18:58:28+00:00
Don’t Watch This 🤣🤣🤣 #viral #trend #viralvideo #travel #cityboys #Trending #cityboy #foryou #shorts #comedy… https://t.co/279hs127bK,NEGATIVE,0.992212176322937,2023-02-13 00:28:25+00:00
@ZIENCE_COPUTERS your satisfaction is our priority. You can trust us for quality laptops. What get exactly what you… https://t.co/uwqU3QPrWL,POSITIVE,0.9646571278572084,2023-02-12 10:37:35+00:00
I hope it counts that I took a decision to stand for accountability and nothing else on the 25th  #ObiDatti… https://t.co/cW0Qkw8WIp,NEGATIVE,0.9966182112693788,2023-02-22 20:25:12+00:00
@mustapha_dodo @PeterObi #OBIDATTI is coming !! The north has spoken !!!,POSITIVE,0.9966936111450196,2023-02-22 20:19:44+00:00
@GazetteNGR Imagine apc campaigners are telling voters to vote #LP #ObiDatti for president then vote apc for their… https://t.co/iLWbli4cJH,NEGATIVE,0.9929450154304504,2023-02-22 20:16:15+00:00
Arise O’ #Nigerians let’s vote for #PeterObi2023 #PeterObi4President. The blood of the youths shed during #EndSARS… https://t.co/LpPnplmTIo,NEGATIVE,0.7810967564582825,2023-02-22 19:29:26+00:00
Vote the Labour Party. Vote Peter Obi #ObiDatti2023 #OBIDIENTS #OBIDIENT #ObiDatti https://t.co/bsNxoVi6Da,NEGATIVE,0.9920095205307008,2023-02-22 19:24:12+00:00
@PeterObi We're all voting for #ObiDatti. But then we can't depend on our votes alone. The enemies will surely try… https://t.co/pDLggydsH6,NEGATIVE,0.9932084679603576,2023-02-22 19:13:28+00:00
It is POssible but U need to cast your vote first ! #ObiDatti #ObidientAndYusful https://t.co/2swvKxdqYb,NEGATIVE,0.9968672394752502,2023-02-22 19:08:36+00:00
@PeterObi We move..... #ObiDatti,POSITIVE,0.9941393136978148,2023-02-22 19:06:47+00:00
Get your Own Free Customized Peter Obi Campaign Design with your Picture. Follow the Link&gt;&gt;&gt;… https://t.co/6ZA26e22Bz,NEGATIVE,0.9949742555618286,2023-02-22 19:06:33+00:00
The tears and pain of the oppressed by APC failed leadership. No mistakes this time . #voteLPforPresident .… https://t.co/vHmrc823Db,NEGATIVE,0.648472785949707,2023-02-22 18:37:32+00:00
Tomorrow Insha Allah we are going to distribute more than 20k pieces of customised hand fan for #obidatti in kaduna… https://t.co/mEdaXcNppN,NEGATIVE,0.9707343578338624,2023-02-22 18:20:53+00:00
@chude__ @GovWike Rivers state is #ObiDatti #ObiDatti2023,NEGATIVE,0.9919564723968506,2023-02-22 18:07:20+00:00
@PeterObi to give us victory thru Christ n its gona shock all those who think it was just 4 persons in a room tweet… https://t.co/WSYwi2MNYc,NEGATIVE,0.9673179388046264,2023-02-22 18:05:58+00:00
@eebuchi @Topboychriss God no gree we are all #ObiDatti,NEGATIVE,0.9944445490837096,2023-02-22 17:55:15+00:00
We should fear Shettima becoming the Vice President more than Tinubu becoming the President. Evil won't have it's w… https://t.co/DSrTiQ0H2a,NEGATIVE,0.9872002601623536,2023-02-22 17:26:12+00:00
presents 2 capable candidates with proven track records of pan-Nigeria credo. Vote #TinubuShettima for unequal prog… https://t.co/KSq4Gqweff,POSITIVE,0.9939894676208496,2023-02-13 07:20:05+00:00
It's good to dream. NNPP Guber candidate is even more popular than your arrogant and embarrassing PDP candidate. On… https://t.co/0dO0LHWkB6,POSITIVE,0.9758170247077942,2023-02-13 00:09:31+00:00
No other person than #TinubuShettima2023 for a #RenewedHope2023 https://t.co/elt7yYriaZ,NEGATIVE,0.9892648458480836,2023-02-22 19:48:28+00:00
@IdrisConnecting Vote wisely #TeamBat  #idrisconnectingnigeria #TinubuShettima2023 #sanwooluhamzat ....success is sure for us,POSITIVE,0.9991719722747804,2023-02-22 19:17:20+00:00
Today at Splash FM's debate. All of us in Oyo State are for Asiwaju Bola Ahmed Tinubu. The Jagaban is coming ♾️♾️… https://t.co/NYeEoxPXnW,NEGATIVE,0.8041518926620483,2023-02-22 19:12:55+00:00
“Taxes should not become a burden to either the citizen or the corporate organization doing business in the country… https://t.co/iptUCqqMts,NEGATIVE,0.7511675357818604,2023-02-22 18:57:52+00:00
